AIS,MUNICIPIO,NATUREZA DO FATO,ARMA-UTILZADA,DATA,SEXO,IDADE,State,Country,LATITUTDE,LONGITUDE,DiaDaSemana,Mes
AIS 19,Penaforte,HOMICIDIO DOLOSO,Arma branca,06/06/2020,Feminino,36,Ceará,Brazil,-7.8288372000000015,-39.0751908,Sábado,Junho
AIS 18,Jaguaruana,HOMICIDIO DOLOSO,Arma de fogo,06/06/2020,Masculino,20,Ceará,Brazil,-4.831508,-37.780997,Sábado,Junho
AIS 19,Juazeiro do Norte,HOMICIDIO DOLOSO,Arma de fogo,06/06/2020,Masculino,20,Ceará,Brazil,-7.215345299999999,-39.3153336,Sábado,Junho
AIS 6,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,06/06/2020,Masculino,27,Ceará,Brazil,-3.7304512,-38.5217989,Sábado,Junho
AIS 8,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,07/06/2020,Masculino,18,Ceará,Brazil,-3.7304512,-38.5217989,Domingo,Junho
AIS 12,Itaitinga,HOMICIDIO DOLOSO,Arma de fogo,07/06/2020,Masculino,16,Ceará,Brazil,-3.965768,-38.529763,Domingo,Junho
AIS 6,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,07/06/2020,Masculino,57,Ceará,Brazil,-3.7304512,-38.5217989,Domingo,Junho
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,07/06/2020,Masculino,26,Ceará,Brazil,-3.7300562999999993,-38.65930820000001,Domingo,Junho
AIS 14,Sobral,HOMICIDIO DOLOSO,Arma de fogo,07/06/2020,Masculino,38,Ceará,Brazil,-3.6879135,-40.34563720000001,Domingo,Junho
AIS 12,Itaitinga,HOMICIDIO DOLOSO,Arma de fogo,07/06/2020,Masculino,23,Ceará,Brazil,-3.965768,-38.529763,Domingo,Junho
AIS 19,Crato,HOMICIDIO DOLOSO,Arma de fogo,07/06/2020,Masculino,30,Ceará,Brazil,-7.2369112000000015,-39.4149236,Domingo,Junho
AIS 19,Missão Velha,HOMICIDIO DOLOSO,Arma de fogo,07/06/2020,Masculino,24,Ceará,Brazil,-7.248491,-39.1434843,Domingo,Junho
AIS 9,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,07/06/2020,Masculino,18,Ceará,Brazil,-3.7304512,-38.5217989,Domingo,Junho
AIS 19,Crato,HOMICIDIO DOLOSO,Arma de fogo,07/06/2020,Masculino,25,Ceará,Brazil,-7.2369112000000015,-39.4149236,Domingo,Junho
AIS 12,Maranguape,HOMICIDIO DOLOSO,Arma branca,07/06/2020,Masculino,50,Ceará,Brazil,-3.8922967000000006,-38.6835427,Domingo,Junho
AIS 12,Itaitinga,HOMICIDIO DOLOSO,Arma de fogo,07/06/2020,Masculino,28,Ceará,Brazil,-3.965768,-38.529763,Domingo,Junho
AIS 14,Sobral,HOMICIDIO DOLOSO,Arma de fogo,07/06/2020,Feminino,35,Ceará,Brazil,-3.6879135,-40.34563720000001,Domingo,Junho
AIS 10,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,07/06/2020,Masculino,43,Ceará,Brazil,-3.7304512,-38.5217989,Domingo,Junho
AIS 8,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,07/06/2020,Masculino,40,Ceará,Brazil,-3.7304512,-38.5217989,Domingo,Junho
AIS 19,Crato,HOMICIDIO DOLOSO,Arma de fogo,07/06/2020,Masculino,30,Ceará,Brazil,-7.2369112000000015,-39.4149236,Domingo,Junho
AIS 4,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,08/06/2020,Masculino,14,Ceará,Brazil,-3.7304512,-38.5217989,Segunda,Junho
AIS 7,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,08/06/2020,Masculino,21,Ceará,Brazil,-3.7304512,-38.5217989,Segunda,Junho
AIS 19,Campos Sales,HOMICIDIO DOLOSO,Arma de fogo,08/06/2020,Masculino,30,Ceará,Brazil,-7.0750814,-40.3830178,Segunda,Junho
AIS 13,Pindoretama,HOMICIDIO DOLOSO,Outros meios,08/06/2020,Masculino,-,Ceará,Brazil,-4.026518299999998,-38.3066829,Segunda,Junho
AIS 8,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,08/06/2020,Masculino,38,Ceará,Brazil,-3.7304512,-38.5217989,Segunda,Junho
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,08/06/2020,Masculino,34,Ceará,Brazil,-3.7300562999999993,-38.65930820000001,Segunda,Junho
AIS 11,São Gonçalo do Amarante,HOMICIDIO DOLOSO,Arma branca,08/06/2020,Masculino,21,Ceará,Brazil,-3.6099755,-38.96871820000001,Segunda,Junho
AIS 19,Campos Sales,HOMICIDIO DOLOSO,Arma de fogo,08/06/2020,Masculino,20,Ceará,Brazil,-7.0750814,-40.3830178,Segunda,Junho
AIS 19,Campos Sales,HOMICIDIO DOLOSO,Arma de fogo,08/06/2020,Masculino,18,Ceará,Brazil,-7.0750814,-40.3830178,Segunda,Junho
AIS 19,Crato,HOMICIDIO DOLOSO,Arma de fogo,08/06/2020,Masculino,26,Ceará,Brazil,-7.2369112000000015,-39.4149236,Segunda,Junho
AIS 13,Pacajus,HOMICIDIO DOLOSO,Arma de fogo,08/06/2020,Masculino,20,Ceará,Brazil,-4.171073000000002,-38.464988,Segunda,Junho
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma branca,08/06/2020,Masculino,51,Ceará,Brazil,-3.7300562999999993,-38.65930820000001,Segunda,Junho
AIS 21,Iguatu,HOMICIDIO DOLOSO,Arma de fogo,08/06/2020,Masculino,37,Ceará,Brazil,-6.361934,-39.29722329999999,Segunda,Junho
AIS 14,Granja,HOMICIDIO DOLOSO,Arma branca,08/06/2020,Masculino,28,Ceará,Brazil,-3.1212057,-40.8284124,Segunda,Junho
AIS 3,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,09/06/2020,Masculino,30,Ceará,Brazil,-3.7304512,-38.5217989,Terça,Junho
AIS 9,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,09/06/2020,Masculino,45,Ceará,Brazil,-3.7304512,-38.5217989,Terça,Junho
AIS 5,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,09/06/2020,Masculino,21,Ceará,Brazil,-3.7304512,-38.5217989,Terça,Junho
AIS 3,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,10/06/2020,Masculino,21,Ceará,Brazil,-3.7304512,-38.5217989,Quarta,Junho
AIS 7,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,10/06/2020,Masculino,27,Ceará,Brazil,-3.7304512,-38.5217989,Quarta,Junho
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,10/06/2020,Masculino,33,Ceará,Brazil,-3.7300562999999993,-38.65930820000001,Quarta,Junho
AIS 4,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,10/06/2020,Masculino,31,Ceará,Brazil,-3.7304512,-38.5217989,Quarta,Junho
AIS 16,Ipueiras,FEMINICÍDIO,Arma branca,10/06/2020,Feminino,46,Ceará,Brazil,-4.5427141,-40.7168461,Quarta,Junho
AIS 14,Ubajara,HOMICIDIO DOLOSO,Arma de fogo,10/06/2020,Masculino,20,Ceará,Brazil,-3.8534468,-40.91856420000001,Quarta,Junho
AIS 21,Orós,HOMICIDIO DOLOSO,Outros meios,10/06/2020,Masculino,70,Ceará,Brazil,-6.2427541,-38.9141151,Quarta,Junho
AIS 8,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,11/06/2020,Masculino,26,Ceará,Brazil,-3.7304512,-38.5217989,Quinta,Junho
AIS 13,Pacajus,HOMICIDIO DOLOSO,Outros meios,11/06/2020,Masculino,29,Ceará,Brazil,-4.171073000000002,-38.464988,Quinta,Junho
AIS 13,Aquiraz,HOMICIDIO DOLOSO,Arma de fogo,11/06/2020,Masculino,27,Ceará,Brazil,-3.9063117,-38.387504,Quinta,Junho
AIS 8,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,11/06/2020,Masculino,26,Ceará,Brazil,-3.7304512,-38.5217989,Quinta,Junho
AIS 8,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,11/06/2020,Masculino,25,Ceará,Brazil,-3.7304512,-38.5217989,Quinta,Junho
AIS 17,Itapajé,HOMICIDIO DOLOSO,Arma de fogo,11/06/2020,Masculino,48,Ceará,Brazil,-3.6841324,-39.5851265,Quinta,Junho
AIS 8,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,11/06/2020,Masculino,23,Ceará,Brazil,-3.7304512,-38.5217989,Quinta,Junho
AIS 9,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,12/06/2020,Masculino,35,Ceará,Brazil,-3.7304512,-38.5217989,Sexta,Junho
AIS 13,Pacajus,HOMICIDIO DOLOSO,Arma branca,12/06/2020,Masculino,35,Ceará,Brazil,-4.171073000000002,-38.464988,Sexta,Junho
AIS 17,Itapajé,HOMICIDIO DOLOSO,Arma de fogo,12/06/2020,Masculino,31,Ceará,Brazil,-3.6841324,-39.5851265,Sexta,Junho
AIS 5,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,12/06/2020,Masculino,39,Ceará,Brazil,-3.7304512,-38.5217989,Sexta,Junho
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,12/06/2020,Masculino,32,Ceará,Brazil,-3.7300562999999993,-38.65930820000001,Sexta,Junho
AIS 8,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,12/06/2020,Masculino,41,Ceará,Brazil,-3.7304512,-38.5217989,Sexta,Junho
AIS 3,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,12/06/2020,Masculino,42,Ceará,Brazil,-3.7304512,-38.5217989,Sexta,Junho
AIS 21,Jucás,HOMICIDIO DOLOSO,Arma de fogo,13/06/2020,Masculino,38,Ceará,Brazil,-6.5224934,-39.5247183,Sábado,Junho
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,13/06/2020,Masculino,20,Ceará,Brazil,-3.7300562999999993,-38.65930820000001,Sábado,Junho
AIS 2,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,13/06/2020,Masculino,39,Ceará,Brazil,-3.7304512,-38.5217989,Sábado,Junho
AIS 21,Icó,HOMICIDIO DOLOSO,Arma de fogo,13/06/2020,Masculino,22,Ceará,Brazil,-6.4003992,-38.8575946,Sábado,Junho
AIS 8,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,13/06/2020,Masculino,27,Ceará,Brazil,-3.7304512,-38.5217989,Sábado,Junho
AIS 15,Paramoti,HOMICIDIO DOLOSO,Arma branca,13/06/2020,Masculino,53,Ceará,Brazil,-4.0964461000000005,-39.2390411,Sábado,Junho
AIS 13,Pacajus,HOMICIDIO DOLOSO,Arma de fogo,13/06/2020,Masculino,30,Ceará,Brazil,-4.171073000000002,-38.464988,Sábado,Junho
AIS 12,Pacatuba,HOMICIDIO DOLOSO,Arma de fogo,13/06/2020,Masculino,22,Ceará,Brazil,-3.9841,-38.6180383,Sábado,Junho
AIS 5,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,13/06/2020,Masculino,17,Ceará,Brazil,-3.7304512,-38.5217989,Sábado,Junho
AIS 18,Pereiro,HOMICIDIO DOLOSO,Arma de fogo,13/06/2020,Masculino,17,Ceará,Brazil,-6.0462690000000014,-38.4604192,Sábado,Junho
AIS 17,Marco,HOMICIDIO DOLOSO,Arma de fogo,13/06/2020,Masculino,21,Ceará,Brazil,-3.1221945,-40.1514585,Sábado,Junho
AIS 8,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,13/06/2020,Masculino,22,Ceará,Brazil,-3.7304512,-38.5217989,Sábado,Junho
AIS 14,Massapê,HOMICIDIO DOLOSO,Arma de fogo,13/06/2020,Masculino,22,Ceará,Brazil,-3.5239058,-40.3423107,Sábado,Junho
AIS 9,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,13/06/2020,Masculino,28,Ceará,Brazil,-3.7304512,-38.5217989,Sábado,Junho
AIS 10,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,13/06/2020,Masculino,26,Ceará,Brazil,-3.7304512,-38.5217989,Sábado,Junho
AIS 3,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,13/06/2020,Masculino,37,Ceará,Brazil,-3.7304512,-38.5217989,Sábado,Junho
AIS 18,Jaguaruana,FEMINICÍDIO,Arma branca,13/06/2020,Feminino,41,Ceará,Brazil,-4.831508,-37.780997,Sábado,Junho
AIS 19,Crato,HOMICIDIO DOLOSO,Arma branca,13/06/2020,Masculino,24,Ceará,Brazil,-7.2369112000000015,-39.4149236,Sábado,Junho
AIS 3,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,13/06/2020,Masculino,43,Ceará,Brazil,-3.7304512,-38.5217989,Sábado,Junho
AIS 16,Santa Quitéria,HOMICIDIO DOLOSO,Outros meios,14/06/2020,Masculino,18,Ceará,Brazil,-4.3336553,-40.1544913,Domingo,Junho
AIS 7,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,14/06/2020,Masculino,26,Ceará,Brazil,-3.7304512,-38.5217989,Domingo,Junho
AIS 7,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,14/06/2020,Masculino,31,Ceará,Brazil,-3.7304512,-38.5217989,Domingo,Junho
AIS 13,Pacajus,HOMICIDIO DOLOSO,Arma de fogo,14/06/2020,Masculino,29,Ceará,Brazil,-4.171073000000002,-38.464988,Domingo,Junho
AIS 19,Juazeiro do Norte,HOMICIDIO DOLOSO,Arma de fogo,14/06/2020,Masculino,38,Ceará,Brazil,-7.215345299999999,-39.3153336,Domingo,Junho
AIS 10,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,14/06/2020,Masculino,41,Ceará,Brazil,-3.7304512,-38.5217989,Domingo,Junho
AIS 22,Catarina,HOMICIDIO DOLOSO,Arma de fogo,14/06/2020,Masculino,22,Ceará,Brazil,-6.1341578000000005,-39.8795321,Domingo,Junho
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,14/06/2020,Masculino,27,Ceará,Brazil,-3.7300562999999993,-38.65930820000001,Domingo,Junho
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,14/06/2020,Masculino,64,Ceará,Brazil,-3.7300562999999993,-38.65930820000001,Domingo,Junho
AIS 14,Frecheirinha,HOMICIDIO DOLOSO,Arma de fogo,14/06/2020,Masculino,27,Ceará,Brazil,-3.755572,-40.818019,Domingo,Junho
AIS 13,Pacajus,HOMICIDIO DOLOSO,Arma de fogo,14/06/2020,Feminino,40,Ceará,Brazil,-4.171073000000002,-38.464988,Domingo,Junho
AIS 13,Cascavel,HOMICIDIO DOLOSO,Arma de fogo,14/06/2020,Masculino,31,Ceará,Brazil,-4.129666,-38.24117800000001,Domingo,Junho
AIS 8,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,14/06/2020,Masculino,15,Ceará,Brazil,-3.7304512,-38.5217989,Domingo,Junho
AIS 8,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,14/06/2020,Masculino,27,Ceará,Brazil,-3.7304512,-38.5217989,Domingo,Junho
AIS 6,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,15/06/2020,Feminino,60,Ceará,Brazil,-3.7304512,-38.5217989,Segunda,Junho
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,15/06/2020,Masculino,30,Ceará,Brazil,-3.7300562999999993,-38.65930820000001,Segunda,Junho
AIS 14,São Benedito,HOMICIDIO DOLOSO,Arma de fogo,15/06/2020,Masculino,18,Ceará,Brazil,-4.047995200000001,-40.8643488,Segunda,Junho
AIS 14,Sobral,HOMICIDIO DOLOSO,Arma de fogo,15/06/2020,Masculino,17,Ceará,Brazil,-3.6879135,-40.34563720000001,Segunda,Junho
AIS 6,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,15/06/2020,Masculino,14,Ceará,Brazil,-3.7304512,-38.5217989,Segunda,Junho
AIS 13,Pacajus,HOMICIDIO DOLOSO,Arma de fogo,15/06/2020,Masculino,26,Ceará,Brazil,-4.171073000000002,-38.464988,Segunda,Junho
AIS 13,Pacajus,HOMICIDIO DOLOSO,Arma de fogo,15/06/2020,Masculino,46,Ceará,Brazil,-4.171073000000002,-38.464988,Segunda,Junho
AIS 12,Maracanaú,HOMICIDIO DOLOSO,Arma de fogo,15/06/2020,Masculino,28,Ceará,Brazil,-3.8779437999999993,-38.6247697,Segunda,Junho
AIS 16,Varjota,HOMICIDIO DOLOSO,Arma de fogo,15/06/2020,Feminino,23,Ceará,Brazil,-4.1958345,-40.4735305,Segunda,Junho
AIS 10,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,15/06/2020,Masculino,17,Ceará,Brazil,-3.7304512,-38.5217989,Segunda,Junho
AIS 10,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,15/06/2020,Masculino,27,Ceará,Brazil,-3.7304512,-38.5217989,Segunda,Junho
AIS 1,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,16/06/2020,Masculino,27,Ceará,Brazil,-3.7304512,-38.5217989,Terça,Junho
AIS 12,Maracanaú,HOMICIDIO DOLOSO,Arma de fogo,17/06/2020,Masculino,24,Ceará,Brazil,-3.8779437999999993,-38.6247697,Quarta,Junho
AIS 15,Madalena,HOMICIDIO DOLOSO,Arma de fogo,17/06/2020,Masculino,17,Ceará,Brazil,-4.8542961,-39.5766436,Quarta,Junho
AIS 14,Frecheirinha,HOMICIDIO DOLOSO,Arma de fogo,17/06/2020,Masculino,20,Ceará,Brazil,-3.755572,-40.818019,Quarta,Junho
AIS 18,Russas,HOMICIDIO DOLOSO,Arma de fogo,17/06/2020,Feminino,23,Ceará,Brazil,-4.9354279000000005,-37.9783838,Quarta,Junho
AIS 14,Tianguá,HOMICIDIO DOLOSO,Arma de fogo,17/06/2020,Masculino,27,Ceará,Brazil,-3.7307332,-41.0004019,Quarta,Junho
AIS 18,Jaguaruana,HOMICIDIO DOLOSO,Arma de fogo,17/06/2020,Masculino,25,Ceará,Brazil,-4.831508,-37.780997,Quarta,Junho
AIS 14,Sobral,HOMICIDIO DOLOSO,Arma de fogo,17/06/2020,Masculino,24,Ceará,Brazil,-3.6879135,-40.34563720000001,Quarta,Junho
AIS 16,Independência,HOMICIDIO DOLOSO,Arma de fogo,17/06/2020,Masculino,39,Ceará,Brazil,-5.3958538,-40.3108896,Quarta,Junho
AIS 2,Fortaleza,HOMICIDIO DOLOSO,Arma branca,17/06/2020,Masculino,48,Ceará,Brazil,-3.7304512,-38.5217989,Quarta,Junho
AIS 18,Russas,HOMICIDIO DOLOSO,Arma de fogo,17/06/2020,Masculino,44,Ceará,Brazil,-4.9354279000000005,-37.9783838,Quarta,Junho
AIS 12,Maracanaú,HOMICIDIO DOLOSO,Arma de fogo,17/06/2020,Masculino,19,Ceará,Brazil,-3.8779437999999993,-38.6247697,Quarta,Junho
AIS 19,Juazeiro do Norte,HOMICIDIO DOLOSO,Arma de fogo,17/06/2020,Masculino,23,Ceará,Brazil,-7.215345299999999,-39.3153336,Quarta,Junho
AIS 14,Sobral,HOMICIDIO DOLOSO,Arma branca,17/06/2020,Masculino,26,Ceará,Brazil,-3.6879135,-40.34563720000001,Quarta,Junho
AIS 16,Monsenhor Tabosa,HOMICIDIO DOLOSO,Arma de fogo,17/06/2020,Masculino,19,Ceará,Brazil,-4.7879512,-40.063949,Quarta,Junho
AIS 2,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,17/06/2020,Masculino,17,Ceará,Brazil,-3.7304512,-38.5217989,Quarta,Junho
AIS 14,Ubajara,HOMICIDIO DOLOSO,Arma de fogo,18/06/2020,Masculino,25,Ceará,Brazil,-3.8534468,-40.91856420000001,Quinta,Junho
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,18/06/2020,Masculino,47,Ceará,Brazil,-3.7300562999999993,-38.65930820000001,Quinta,Junho
AIS 12,Pacatuba,HOMICIDIO DOLOSO,Arma branca,18/06/2020,Masculino,33,Ceará,Brazil,-3.9841,-38.6180383,Quinta,Junho
AIS 15,Boa Viagem,HOMICIDIO DOLOSO,Arma branca,18/06/2020,Masculino,19,Ceará,Brazil,-5.1261877,-39.7300055,Quinta,Junho
AIS 12,Maranguape,HOMICIDIO DOLOSO,Arma de fogo,18/06/2020,Masculino,28,Ceará,Brazil,-3.8922967000000006,-38.6835427,Quinta,Junho
AIS 14,Ubajara,HOMICIDIO DOLOSO,Arma de fogo,18/06/2020,Masculino,20,Ceará,Brazil,-3.8534468,-40.91856420000001,Quinta,Junho
AIS 12,Guaiúba,HOMICIDIO DOLOSO,Arma de fogo,18/06/2020,Masculino,43,Ceará,Brazil,-4.0412656,-38.6369079,Quinta,Junho
AIS 13,Aquiraz,HOMICIDIO DOLOSO,Arma de fogo,18/06/2020,Feminino,18,Ceará,Brazil,-3.9063117,-38.387504,Quinta,Junho
AIS 13,Aquiraz,HOMICIDIO DOLOSO,Arma de fogo,18/06/2020,Masculino,28,Ceará,Brazil,-3.9063117,-38.387504,Quinta,Junho
AIS 13,Aquiraz,HOMICIDIO DOLOSO,Arma de fogo,18/06/2020,Feminino,30,Ceará,Brazil,-3.9063117,-38.387504,Quinta,Junho
AIS 21,Lavras da Mangabeira,HOMICIDIO DOLOSO,Arma de fogo,19/06/2020,Feminino,27,Ceará,Brazil,-6.756754099999998,-38.978435941213945,Sexta,Junho
AIS 14,Frecheirinha,HOMICIDIO DOLOSO,Arma de fogo,19/06/2020,Masculino,34,Ceará,Brazil,-3.755572,-40.818019,Sexta,Junho
AIS 11,Caucaia,ROUBO SEGUIDO DE MORTE (LATROCINIO),Arma de fogo,19/06/2020,Masculino,30,Ceará,Brazil,-3.7300562999999993,-38.65930820000001,Sexta,Junho
AIS 20,Pedra Branca,HOMICIDIO DOLOSO,Arma de fogo,19/06/2020,Masculino,54,Ceará,Brazil,-5.455674,-39.7166286,Sexta,Junho
AIS 12,Maracanaú,HOMICIDIO DOLOSO,Arma branca,19/06/2020,Masculino,40,Ceará,Brazil,-3.8779437999999993,-38.6247697,Sexta,Junho
AIS 15,Baturité,HOMICIDIO DOLOSO,Outros meios,19/06/2020,Masculino,26,Ceará,Brazil,-4.3290203,-38.8821055,Sexta,Junho
AIS 13,Aquiraz,HOMICIDIO DOLOSO,Arma de fogo,19/06/2020,Feminino,38,Ceará,Brazil,-3.9063117,-38.387504,Sexta,Junho
AIS 22,Tauá,HOMICIDIO DOLOSO,Arma branca,19/06/2020,Feminino,23,Ceará,Brazil,-6.0031372,-40.2947268,Sexta,Junho
AIS 9,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,19/06/2020,Masculino,23,Ceará,Brazil,-3.7304512,-38.5217989,Sexta,Junho
AIS 2,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,19/06/2020,Masculino,18,Ceará,Brazil,-3.7304512,-38.5217989,Sexta,Junho
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,20/06/2020,Masculino,20,Ceará,Brazil,-3.7300562999999993,-38.65930820000001,Sábado,Junho
AIS 14,Sobral,HOMICIDIO DOLOSO,Arma de fogo,20/06/2020,Feminino,18,Ceará,Brazil,-3.6879135,-40.34563720000001,Sábado,Junho
AIS 6,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,20/06/2020,Masculino,43,Ceará,Brazil,-3.7304512,-38.5217989,Sábado,Junho
AIS 16,Ipu,HOMICIDIO DOLOSO,Outros meios,20/06/2020,Masculino,33,Ceará,Brazil,-4.3239824,-40.7097463,Sábado,Junho
AIS 18,Alto Santo,HOMICIDIO DOLOSO,Arma de fogo,20/06/2020,Masculino,33,Ceará,Brazil,-5.5190371,-38.2719351,Sábado,Junho
AIS 13,Pacajus,HOMICIDIO DOLOSO,Arma de fogo,20/06/2020,Masculino,43,Ceará,Brazil,-4.171073000000002,-38.464988,Sábado,Junho
AIS 3,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,20/06/2020,Masculino,25,Ceará,Brazil,-3.7304512,-38.5217989,Sábado,Junho
AIS 20,Ibaretama,HOMICIDIO DOLOSO,Arma de fogo,20/06/2020,Masculino,25,Ceará,Brazil,-4.8194345,-38.8208476,Sábado,Junho
AIS 5,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,20/06/2020,Feminino,24,Ceará,Brazil,-3.7304512,-38.5217989,Sábado,Junho
AIS 8,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,20/06/2020,Masculino,34,Ceará,Brazil,-3.7304512,-38.5217989,Sábado,Junho
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,20/06/2020,Masculino,31,Ceará,Brazil,-3.7300562999999993,-38.65930820000001,Sábado,Junho
AIS 8,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,20/06/2020,Masculino,27,Ceará,Brazil,-3.7304512,-38.5217989,Sábado,Junho
AIS 18,Limoeiro do Norte,HOMICIDIO DOLOSO,Arma de fogo,20/06/2020,Masculino,37,Ceará,Brazil,-5.145560700000001,-38.0984936,Sábado,Junho
AIS 9,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,20/06/2020,Masculino,38,Ceará,Brazil,-3.7304512,-38.5217989,Sábado,Junho
AIS 11,São Luís do Curu,HOMICIDIO DOLOSO,Arma de fogo,20/06/2020,Masculino,17,Ceará,Brazil,-3.672399,-39.2364881,Sábado,Junho
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,20/06/2020,Masculino,18,Ceará,Brazil,-3.7300562999999993,-38.65930820000001,Sábado,Junho
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,20/06/2020,Masculino,38,Ceará,Brazil,-3.7300562999999993,-38.65930820000001,Sábado,Junho
AIS 9,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,20/06/2020,Masculino,16,Ceará,Brazil,-3.7304512,-38.5217989,Sábado,Junho
AIS 14,Sobral,HOMICIDIO DOLOSO,Arma de fogo,20/06/2020,Masculino,24,Ceará,Brazil,-3.6879135,-40.34563720000001,Sábado,Junho
AIS 6,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,20/06/2020,Masculino,19,Ceará,Brazil,-3.7304512,-38.5217989,Sábado,Junho
AIS 8,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,20/06/2020,Masculino,22,Ceará,Brazil,-3.7304512,-38.5217989,Sábado,Junho
AIS 6,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,20/06/2020,Masculino,37,Ceará,Brazil,-3.7304512,-38.5217989,Sábado,Junho
AIS 18,Jaguaribe,HOMICIDIO DOLOSO,Arma de fogo,20/06/2020,Masculino,21,Ceará,Brazil,-5.8854585,-38.62129570000001,Sábado,Junho
AIS 18,Jaguaribara,HOMICIDIO DOLOSO,Arma de fogo,20/06/2020,Masculino,67,Ceará,Brazil,-5.454494,-38.4679295,Sábado,Junho
AIS 19,Nova Olinda,HOMICIDIO DOLOSO,Arma de fogo,20/06/2020,Masculino,38,Ceará,Brazil,-7.119888400000002,-39.66196525806039,Sábado,Junho
AIS 12,Maracanaú,HOMICIDIO DOLOSO,Arma de fogo,20/06/2020,Masculino,21,Ceará,Brazil,-3.8779437999999993,-38.6247697,Sábado,Junho
AIS 8,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,20/06/2020,Masculino,33,Ceará,Brazil,-3.7304512,-38.5217989,Sábado,Junho
AIS 8,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,20/06/2020,Masculino,41,Ceará,Brazil,-3.7304512,-38.5217989,Sábado,Junho
