AIS,MUNICIPIO,NATUREZA DO FATO,ARMA-UTILZADA,DATA,SEXO,IDADE,State,Country,LATITUTDE,LONGITUDE,DiaDaSemana,Mes
AIS 20,Choró,HOMICIDIO DOLOSO,Arma de fogo,19/01/2020,Masculino,38,Ceará,Brazil,-4.8435726,-39.1393071,Domingo,Janeiro
AIS 18,Icapuí,HOMICIDIO DOLOSO,Arma de fogo,19/01/2020,Masculino,37,Ceará,Brazil,-4.7158474,-37.3535365,Domingo,Janeiro
AIS 15,Itapiúna,HOMICIDIO DOLOSO,Arma de fogo,19/01/2020,Masculino,20,Ceará,Brazil,-4.5654191,-38.9211537,Domingo,Janeiro
AIS 17,Cruz,HOMICIDIO DOLOSO,Arma de fogo,19/01/2020,Masculino,33,Ceará,Brazil,-2.918128,-40.175981,Domingo,Janeiro
AIS 9,Fortaleza,HOMICIDIO DOLOSO,Arma branca,19/01/2020,Masculino,23,Ceará,Brazil,-3.7304512,-38.5217989,Domingo,Janeiro
AIS 4,Fortaleza,HOMICIDIO DOLOSO,Arma branca,19/01/2020,Masculino,35,Ceará,Brazil,-3.7304512,-38.5217989,Domingo,Janeiro
AIS 13,Aquiraz,HOMICIDIO DOLOSO,Arma de fogo,20/01/2020,Masculino,47,Ceará,Brazil,-3.9063117,-38.387504,Segunda,Janeiro
AIS 13,Chorozinho,HOMICIDIO DOLOSO,Arma de fogo,20/01/2020,Masculino,34,Ceará,Brazil,-4.3010895,-38.4976923,Segunda,Janeiro
AIS 9,Fortaleza,HOMICIDIO DOLOSO,Outros meios,20/01/2020,Masculino,37,Ceará,Brazil,-3.7304512,-38.5217989,Segunda,Janeiro
AIS 12,Maranguape,HOMICIDIO DOLOSO,Outros meios,20/01/2020,Masculino,-,Ceará,Brazil,-3.8922967000000006,-38.6835427,Segunda,Janeiro
AIS 14,Sobral,HOMICIDIO DOLOSO,Arma branca,20/01/2020,Masculino,45,Ceará,Brazil,-3.6879135,-40.34563720000001,Segunda,Janeiro
AIS 5,Fortaleza,HOMICIDIO DOLOSO,Outros meios,20/01/2020,Masculino,24,Ceará,Brazil,-3.7304512,-38.5217989,Segunda,Janeiro
AIS 15,Canindé,HOMICIDIO DOLOSO,Arma de fogo,20/01/2020,Masculino,37,Ceará,Brazil,-4.3547946,-39.3108516,Segunda,Janeiro
AIS 15,Palmácia,HOMICIDIO DOLOSO,Arma de fogo,20/01/2020,Masculino,32,Ceará,Brazil,-4.1478012,-38.84603170000001,Segunda,Janeiro
AIS 19,Campos Sales,HOMICIDIO DOLOSO,Arma de fogo,20/01/2020,Masculino,19,Ceará,Brazil,-7.0750814,-40.3830178,Segunda,Janeiro
AIS 19,Juazeiro do Norte,HOMICIDIO DOLOSO,Arma de fogo,20/01/2020,Masculino,20,Ceará,Brazil,-7.215345299999999,-39.3153336,Segunda,Janeiro
AIS 17,Cruz,HOMICIDIO DOLOSO,Outros meios,20/01/2020,Masculino,36,Ceará,Brazil,-2.918128,-40.175981,Segunda,Janeiro
AIS 19,Juazeiro do Norte,HOMICIDIO DOLOSO,Arma de fogo,21/01/2020,Masculino,16,Ceará,Brazil,-7.215345299999999,-39.3153336,Terça,Janeiro
AIS 11,Caucaia,HOMICIDIO DOLOSO,Outros meios,21/01/2020,Masculino,-,Ceará,Brazil,-3.7300562999999993,-38.65930820000001,Terça,Janeiro
AIS 2,Fortaleza,HOMICIDIO DOLOSO,Outros meios,21/01/2020,Masculino,24,Ceará,Brazil,-3.7304512,-38.5217989,Terça,Janeiro
AIS 12,Maracanaú,HOMICIDIO DOLOSO,Arma de fogo,21/01/2020,Masculino,47,Ceará,Brazil,-3.8779437999999993,-38.6247697,Terça,Janeiro
AIS 15,Aracoiaba,HOMICIDIO DOLOSO,Outros meios,21/01/2020,Masculino,14,Ceará,Brazil,-4.370257700000002,-38.8084313,Terça,Janeiro
AIS 13,Pacajus,HOMICIDIO DOLOSO,Arma de fogo,21/01/2020,Masculino,24,Ceará,Brazil,-4.171073000000002,-38.464988,Terça,Janeiro
AIS 6,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,21/01/2020,Masculino,23,Ceará,Brazil,-3.7304512,-38.5217989,Terça,Janeiro
AIS 12,Maranguape,HOMICIDIO DOLOSO,Arma de fogo,22/01/2020,Masculino,32,Ceará,Brazil,-3.8922967000000006,-38.6835427,Quarta,Janeiro
AIS 11,São Luís do Curu,HOMICIDIO DOLOSO,Outros meios,22/01/2020,Masculino,52,Ceará,Brazil,-3.672399,-39.2364881,Quarta,Janeiro
AIS 12,Maracanaú,HOMICIDIO DOLOSO,Arma branca,22/01/2020,Masculino,-,Ceará,Brazil,-3.8779437999999993,-38.6247697,Quarta,Janeiro
AIS 13,Aquiraz,HOMICIDIO DOLOSO,Arma de fogo,22/01/2020,Masculino,41,Ceará,Brazil,-3.9063117,-38.387504,Quarta,Janeiro
AIS 6,Fortaleza,HOMICIDIO DOLOSO,Outros meios,22/01/2020,Masculino,40,Ceará,Brazil,-3.7304512,-38.5217989,Quarta,Janeiro
AIS 20,Quixadá,HOMICIDIO DOLOSO,Outros meios,22/01/2020,Feminino,44,Ceará,Brazil,-4.970602099999999,-39.0158403,Quarta,Janeiro
AIS 19,Juazeiro do Norte,HOMICIDIO DOLOSO,Arma de fogo,22/01/2020,Masculino,49,Ceará,Brazil,-7.215345299999999,-39.3153336,Quarta,Janeiro
AIS 3,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,22/01/2020,Masculino,17,Ceará,Brazil,-3.7304512,-38.5217989,Quarta,Janeiro
AIS 11,Trairi,HOMICIDIO DOLOSO,Arma de fogo,22/01/2020,Masculino,27,Ceará,Brazil,-3.2741504,-39.2649188,Quarta,Janeiro
AIS 12,Maracanaú,HOMICIDIO DOLOSO,Arma de fogo,22/01/2020,Masculino,24,Ceará,Brazil,-3.8779437999999993,-38.6247697,Quarta,Janeiro
AIS 12,Maracanaú,HOMICIDIO DOLOSO,Arma branca,23/01/2020,Masculino,15,Ceará,Brazil,-3.8779437999999993,-38.6247697,Quinta,Janeiro
AIS 12,Maracanaú,HOMICIDIO DOLOSO,Arma de fogo,23/01/2020,Masculino,27,Ceará,Brazil,-3.8779437999999993,-38.6247697,Quinta,Janeiro
AIS 12,Maracanaú,HOMICIDIO DOLOSO,Arma de fogo,23/01/2020,Masculino,27,Ceará,Brazil,-3.8779437999999993,-38.6247697,Quinta,Janeiro
AIS 18,Icapuí,HOMICIDIO DOLOSO,Arma de fogo,24/01/2020,Masculino,35,Ceará,Brazil,-4.7158474,-37.3535365,Sexta,Janeiro
AIS 9,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,24/01/2020,Masculino,24,Ceará,Brazil,-3.7304512,-38.5217989,Sexta,Janeiro
AIS 11,Caucaia,HOMICIDIO DOLOSO,Outros meios,24/01/2020,Masculino,30,Ceará,Brazil,-3.7300562999999993,-38.65930820000001,Sexta,Janeiro
AIS 11,Caucaia,ROUBO SEGUIDO DE MORTE (LATROCINIO),Outros meios,24/01/2020,Feminino,82,Ceará,Brazil,-3.7300562999999993,-38.65930820000001,Sexta,Janeiro
AIS 2,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,24/01/2020,Masculino,14,Ceará,Brazil,-3.7304512,-38.5217989,Sexta,Janeiro
AIS 17,Acaraú,HOMICIDIO DOLOSO,Arma de fogo,25/01/2020,Masculino,24,Ceará,Brazil,-2.8869514,-40.1194713,Sábado,Janeiro
AIS 17,Acaraú,HOMICIDIO DOLOSO,Arma de fogo,25/01/2020,Masculino,38,Ceará,Brazil,-2.8869514,-40.1194713,Sábado,Janeiro
AIS 19,Juazeiro do Norte,HOMICIDIO DOLOSO,Arma de fogo,25/01/2020,Feminino,30,Ceará,Brazil,-7.215345299999999,-39.3153336,Sábado,Janeiro
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,25/01/2020,Feminino,-,Ceará,Brazil,-3.7300562999999993,-38.65930820000001,Sábado,Janeiro
AIS 16,Independência,HOMICIDIO DOLOSO,Arma branca,25/01/2020,Masculino,31,Ceará,Brazil,-5.3958538,-40.3108896,Sábado,Janeiro
AIS 20,Quixadá,HOMICIDIO DOLOSO,Arma branca,25/01/2020,Masculino,41,Ceará,Brazil,-4.970602099999999,-39.0158403,Sábado,Janeiro
AIS 17,Uruburetama,HOMICIDIO DOLOSO,Arma de fogo,25/01/2020,Masculino,18,Ceará,Brazil,-3.6235302,-39.50506970000001,Sábado,Janeiro
AIS 12,Itaitinga,HOMICIDIO DOLOSO,Arma de fogo,25/01/2020,Masculino,16,Ceará,Brazil,-3.965768,-38.529763,Sábado,Janeiro
AIS 18,Limoeiro do Norte,HOMICIDIO DOLOSO,Arma de fogo,25/01/2020,Masculino,36,Ceará,Brazil,-5.145560700000001,-38.0984936,Sábado,Janeiro
AIS 4,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,25/01/2020,Masculino,20,Ceará,Brazil,-3.7304512,-38.5217989,Sábado,Janeiro
AIS 5,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,25/01/2020,Feminino,28,Ceará,Brazil,-3.7304512,-38.5217989,Sábado,Janeiro
AIS 14,Martinópole,LESAO CORPORAL SEGUIDA DE MORTE,Outros meios,25/01/2020,Feminino,47,Ceará,Brazil,-3.2235114,-40.6958832,Sábado,Janeiro
AIS 12,Itaitinga,HOMICIDIO DOLOSO,Arma de fogo,25/01/2020,Masculino,30,Ceará,Brazil,-3.965768,-38.529763,Sábado,Janeiro
AIS 17,Itapipoca,HOMICIDIO DOLOSO,Arma de fogo,25/01/2020,Masculino,32,Ceará,Brazil,-3.499329,-39.583571,Sábado,Janeiro
AIS 9,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,25/01/2020,Feminino,33,Ceará,Brazil,-3.7304512,-38.5217989,Sábado,Janeiro
AIS 13,Aquiraz,HOMICIDIO DOLOSO,Arma branca,26/01/2020,Masculino,59,Ceará,Brazil,-3.9063117,-38.387504,Domingo,Janeiro
AIS 19,Juazeiro do Norte,HOMICIDIO DOLOSO,Arma branca,26/01/2020,Feminino,27,Ceará,Brazil,-7.215345299999999,-39.3153336,Domingo,Janeiro
AIS 6,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,26/01/2020,Masculino,18,Ceará,Brazil,-3.7304512,-38.5217989,Domingo,Janeiro
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,26/01/2020,Masculino,-,Ceará,Brazil,-3.7300562999999993,-38.65930820000001,Domingo,Janeiro
AIS 15,Baturité,HOMICIDIO DOLOSO,Arma de fogo,26/01/2020,Masculino,27,Ceará,Brazil,-4.3290203,-38.8821055,Domingo,Janeiro
AIS 20,Quixadá,HOMICIDIO DOLOSO,Arma de fogo,26/01/2020,Masculino,22,Ceará,Brazil,-4.970602099999999,-39.0158403,Domingo,Janeiro
AIS 9,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,26/01/2020,Masculino,19,Ceará,Brazil,-3.7304512,-38.5217989,Domingo,Janeiro
AIS 18,Icapuí,HOMICIDIO DOLOSO,Arma de fogo,26/01/2020,Masculino,32,Ceará,Brazil,-4.7158474,-37.3535365,Domingo,Janeiro
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,27/01/2020,Masculino,21,Ceará,Brazil,-3.7300562999999993,-38.65930820000001,Segunda,Janeiro
AIS 12,Maranguape,HOMICIDIO DOLOSO,Arma de fogo,27/01/2020,Masculino,38,Ceará,Brazil,-3.8922967000000006,-38.6835427,Segunda,Janeiro
AIS 12,Maracanaú,HOMICIDIO DOLOSO,Outros meios,27/01/2020,Feminino,-,Ceará,Brazil,-3.8779437999999993,-38.6247697,Segunda,Janeiro
AIS 20,Milhã,HOMICIDIO DOLOSO,Arma de fogo,27/01/2020,Masculino,40,Ceará,Brazil,-5.6834601,-39.1970885,Segunda,Janeiro
AIS 13,Horizonte,HOMICIDIO DOLOSO,Arma de fogo,27/01/2020,Masculino,35,Ceará,Brazil,-4.096461799999998,-38.49655739999999,Segunda,Janeiro
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma branca,27/01/2020,Masculino,21,Ceará,Brazil,-3.7300562999999993,-38.65930820000001,Segunda,Janeiro
AIS 12,Maranguape,HOMICIDIO DOLOSO,Arma de fogo,27/01/2020,Masculino,27,Ceará,Brazil,-3.8922967000000006,-38.6835427,Segunda,Janeiro
AIS 9,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,27/01/2020,Masculino,27,Ceará,Brazil,-3.7304512,-38.5217989,Segunda,Janeiro
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,27/01/2020,Masculino,22,Ceará,Brazil,-3.7300562999999993,-38.65930820000001,Segunda,Janeiro
AIS 12,Maranguape,HOMICIDIO DOLOSO,Arma de fogo,27/01/2020,Masculino,24,Ceará,Brazil,-3.8922967000000006,-38.6835427,Segunda,Janeiro
AIS 5,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,28/01/2020,Masculino,29,Ceará,Brazil,-3.7304512,-38.5217989,Terça,Janeiro
AIS 5,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,28/01/2020,Masculino,36,Ceará,Brazil,-3.7304512,-38.5217989,Terça,Janeiro
AIS 18,Aracati,HOMICIDIO DOLOSO,Arma de fogo,28/01/2020,Masculino,36,Ceará,Brazil,-4.558259,-37.767894,Terça,Janeiro
AIS 20,Pedra Branca,HOMICIDIO DOLOSO,Arma de fogo,28/01/2020,Masculino,44,Ceará,Brazil,-5.455674,-39.7166286,Terça,Janeiro
AIS 20,Solonópole,HOMICIDIO DOLOSO,Arma de fogo,28/01/2020,Masculino,30,Ceará,Brazil,-5.732909200000001,-39.0098669,Terça,Janeiro
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,28/01/2020,Masculino,18,Ceará,Brazil,-3.7300562999999993,-38.65930820000001,Terça,Janeiro
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,29/01/2020,Masculino,55,Ceará,Brazil,-3.7300562999999993,-38.65930820000001,Quarta,Janeiro
AIS 1,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,29/01/2020,Masculino,21,Ceará,Brazil,-3.7304512,-38.5217989,Quarta,Janeiro
AIS 11,Trairi,HOMICIDIO DOLOSO,Arma de fogo,29/01/2020,Masculino,24,Ceará,Brazil,-3.2741504,-39.2649188,Quarta,Janeiro
AIS 14,Massapê,ROUBO SEGUIDO DE MORTE (LATROCINIO),Arma de fogo,29/01/2020,Masculino,51,Ceará,Brazil,-3.5239058,-40.3423107,Quarta,Janeiro
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,29/01/2020,Masculino,34,Ceará,Brazil,-3.7300562999999993,-38.65930820000001,Quarta,Janeiro
AIS 7,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,29/01/2020,Masculino,39,Ceará,Brazil,-3.7304512,-38.5217989,Quarta,Janeiro
AIS 3,Fortaleza,HOMICIDIO DOLOSO,Outros meios,29/01/2020,Masculino,40,Ceará,Brazil,-3.7304512,-38.5217989,Quarta,Janeiro
AIS 12,Guaiúba,HOMICIDIO DOLOSO,Arma de fogo,29/01/2020,Masculino,24,Ceará,Brazil,-4.0412656,-38.6369079,Quarta,Janeiro
AIS 11,Caucaia,LESAO CORPORAL SEGUIDA DE MORTE,Outros meios,29/01/2020,Masculino,67,Ceará,Brazil,-3.7300562999999993,-38.65930820000001,Quarta,Janeiro
AIS 10,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,29/01/2020,Masculino,25,Ceará,Brazil,-3.7304512,-38.5217989,Quarta,Janeiro
AIS 12,Maranguape,HOMICIDIO DOLOSO,Arma de fogo,29/01/2020,Masculino,18,Ceará,Brazil,-3.8922967000000006,-38.6835427,Quarta,Janeiro
AIS 13,Horizonte,HOMICIDIO DOLOSO,Arma de fogo,29/01/2020,Masculino,21,Ceará,Brazil,-4.096461799999998,-38.49655739999999,Quarta,Janeiro
AIS 12,Itaitinga,HOMICIDIO DOLOSO,Arma de fogo,30/01/2020,Masculino,18,Ceará,Brazil,-3.965768,-38.529763,Quinta,Janeiro
AIS 12,Maracanaú,HOMICIDIO DOLOSO,Arma de fogo,30/01/2020,Masculino,18,Ceará,Brazil,-3.8779437999999993,-38.6247697,Quinta,Janeiro
AIS 12,Maranguape,HOMICIDIO DOLOSO,Arma de fogo,30/01/2020,Masculino,22,Ceará,Brazil,-3.8922967000000006,-38.6835427,Quinta,Janeiro
AIS 19,Crato,HOMICIDIO DOLOSO,Arma branca,30/01/2020,Masculino,14,Ceará,Brazil,-7.2369112000000015,-39.4149236,Quinta,Janeiro
AIS 13,Eusébio,HOMICIDIO DOLOSO,Arma de fogo,30/01/2020,Masculino,40,Ceará,Brazil,-3.8889838,-38.4546585,Quinta,Janeiro
AIS 2,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,30/01/2020,Feminino,21,Ceará,Brazil,-3.7304512,-38.5217989,Quinta,Janeiro
AIS 12,Maranguape,HOMICIDIO DOLOSO,Arma branca,31/01/2020,Masculino,26,Ceará,Brazil,-3.8922967000000006,-38.6835427,Sexta,Janeiro
AIS 18,Russas,HOMICIDIO DOLOSO,Arma de fogo,31/01/2020,Masculino,29,Ceará,Brazil,-4.9354279000000005,-37.9783838,Sexta,Janeiro
AIS 12,Maranguape,HOMICIDIO DOLOSO,Arma de fogo,31/01/2020,Masculino,50,Ceará,Brazil,-3.8922967000000006,-38.6835427,Sexta,Janeiro
AIS 12,Maracanaú,HOMICIDIO DOLOSO,Arma de fogo,31/01/2020,Masculino,26,Ceará,Brazil,-3.8779437999999993,-38.6247697,Sexta,Janeiro
AIS 19,Araripe,HOMICIDIO DOLOSO,Arma de fogo,31/01/2020,Masculino,17,Ceará,Brazil,-7.212861,-40.1359222,Sexta,Janeiro
AIS 6,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,01/02/2020,Masculino,19,Ceará,Brazil,-3.7304512,-38.5217989,Sábado,Fevereiro
AIS 12,Maracanaú,HOMICIDIO DOLOSO,Arma de fogo,01/02/2020,Masculino,27,Ceará,Brazil,-3.8779437999999993,-38.6247697,Sábado,Fevereiro
AIS 13,Pacajus,HOMICIDIO DOLOSO,Arma de fogo,01/02/2020,Masculino,14,Ceará,Brazil,-4.171073000000002,-38.464988,Sábado,Fevereiro
AIS 12,Maracanaú,HOMICIDIO DOLOSO,Arma de fogo,01/02/2020,Masculino,41,Ceará,Brazil,-3.8779437999999993,-38.6247697,Sábado,Fevereiro
AIS 11,São Gonçalo do Amarante,HOMICIDIO DOLOSO,Arma de fogo,01/02/2020,Masculino,25,Ceará,Brazil,-3.6099755,-38.96871820000001,Sábado,Fevereiro
AIS 11,São Gonçalo do Amarante,HOMICIDIO DOLOSO,Arma de fogo,01/02/2020,Masculino,21,Ceará,Brazil,-3.6099755,-38.96871820000001,Sábado,Fevereiro
AIS 18,Limoeiro do Norte,HOMICIDIO DOLOSO,Arma de fogo,02/02/2020,Masculino,34,Ceará,Brazil,-5.145560700000001,-38.0984936,Domingo,Fevereiro
AIS 7,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,02/02/2020,Masculino,21,Ceará,Brazil,-3.7304512,-38.5217989,Domingo,Fevereiro
AIS 11,Caucaia,HOMICIDIO DOLOSO,Outros meios,02/02/2020,Masculino,19,Ceará,Brazil,-3.7300562999999993,-38.65930820000001,Domingo,Fevereiro
AIS 14,Meruoca,ROUBO SEGUIDO DE MORTE (LATROCINIO),Outros meios,02/02/2020,Masculino,31,Ceará,Brazil,-3.5390209,-40.4546107,Domingo,Fevereiro
AIS 19,Juazeiro do Norte,HOMICIDIO DOLOSO,Arma de fogo,02/02/2020,Masculino,34,Ceará,Brazil,-7.215345299999999,-39.3153336,Domingo,Fevereiro
AIS 4,Fortaleza,LESAO CORPORAL SEGUIDA DE MORTE,Outros meios,02/02/2020,Masculino,69,Ceará,Brazil,-3.7304512,-38.5217989,Domingo,Fevereiro
AIS 13,Horizonte,HOMICIDIO DOLOSO,Arma de fogo,02/02/2020,Masculino,22,Ceará,Brazil,-4.096461799999998,-38.49655739999999,Domingo,Fevereiro
AIS 16,Santa Quitéria,FEMINICÍDIO,Arma de fogo,02/02/2020,Feminino,39,Ceará,Brazil,-4.3336553,-40.1544913,Domingo,Fevereiro
AIS 9,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,02/02/2020,Masculino,29,Ceará,Brazil,-3.7304512,-38.5217989,Domingo,Fevereiro
AIS 17,Tururu,HOMICIDIO DOLOSO,Arma de fogo,02/02/2020,Masculino,21,Ceará,Brazil,-3.5985489,-39.43581010000001,Domingo,Fevereiro
AIS 14,Forquilha,HOMICIDIO DOLOSO,Arma de fogo,03/02/2020,Masculino,40,Ceará,Brazil,-3.799447,-40.263405,Segunda,Fevereiro
AIS 12,Maranguape,HOMICIDIO DOLOSO,Outros meios,03/02/2020,Feminino,35,Ceará,Brazil,-3.8922967000000006,-38.6835427,Segunda,Fevereiro
AIS 11,São Luís do Curu,HOMICIDIO DOLOSO,Arma de fogo,03/02/2020,Masculino,15,Ceará,Brazil,-3.672399,-39.2364881,Segunda,Fevereiro
AIS 13,Aquiraz,HOMICIDIO DOLOSO,Arma branca,03/02/2020,Masculino,42,Ceará,Brazil,-3.9063117,-38.387504,Segunda,Fevereiro
AIS 13,Aquiraz,HOMICIDIO DOLOSO,Arma de fogo,03/02/2020,Masculino,23,Ceará,Brazil,-3.9063117,-38.387504,Segunda,Fevereiro
AIS 19,Crato,HOMICIDIO DOLOSO,Arma branca,03/02/2020,Masculino,48,Ceará,Brazil,-7.2369112000000015,-39.4149236,Segunda,Fevereiro
AIS 12,Maracanaú,HOMICIDIO DOLOSO,Arma de fogo,03/02/2020,Masculino,31,Ceará,Brazil,-3.8779437999999993,-38.6247697,Segunda,Fevereiro
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,03/02/2020,Masculino,22,Ceará,Brazil,-3.7300562999999993,-38.65930820000001,Segunda,Fevereiro
AIS 4,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,03/02/2020,Masculino,24,Ceará,Brazil,-3.7304512,-38.5217989,Segunda,Fevereiro
AIS 8,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,04/02/2020,Masculino,51,Ceará,Brazil,-3.7304512,-38.5217989,Terça,Fevereiro
AIS 19,Juazeiro do Norte,HOMICIDIO DOLOSO,Arma de fogo,04/02/2020,Masculino,59,Ceará,Brazil,-7.215345299999999,-39.3153336,Terça,Fevereiro
AIS 11,São Luís do Curu,HOMICIDIO DOLOSO,Arma de fogo,05/02/2020,Masculino,21,Ceará,Brazil,-3.672399,-39.2364881,Quarta,Fevereiro
AIS 21,Saboeiro,HOMICIDIO DOLOSO,Arma de fogo,05/02/2020,Masculino,50,Ceará,Brazil,-6.539564,-39.90478020000001,Quarta,Fevereiro
AIS 20,Morada Nova,HOMICIDIO DOLOSO,Outros meios,05/02/2020,Masculino,39,Ceará,Brazil,-5.1076699,-38.3727852,Quarta,Fevereiro
AIS 7,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,06/02/2020,Masculino,56,Ceará,Brazil,-3.7304512,-38.5217989,Quinta,Fevereiro
AIS 19,Campos Sales,HOMICIDIO DOLOSO,Arma de fogo,06/02/2020,Masculino,27,Ceará,Brazil,-7.0750814,-40.3830178,Quinta,Fevereiro
AIS 19,Campos Sales,HOMICIDIO DOLOSO,Arma de fogo,06/02/2020,Masculino,81,Ceará,Brazil,-7.0750814,-40.3830178,Quinta,Fevereiro
AIS 22,Mombaça,HOMICIDIO DOLOSO,Arma branca,06/02/2020,Masculino,34,Ceará,Brazil,-5.745089900000001,-39.6293519,Quinta,Fevereiro
AIS 16,Ipu,ROUBO SEGUIDO DE MORTE (LATROCINIO),Arma de fogo,06/02/2020,Masculino,43,Ceará,Brazil,-4.3239824,-40.7097463,Quinta,Fevereiro
AIS 9,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,06/02/2020,Masculino,23,Ceará,Brazil,-3.7304512,-38.5217989,Quinta,Fevereiro
AIS 5,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,06/02/2020,Masculino,61,Ceará,Brazil,-3.7304512,-38.5217989,Quinta,Fevereiro
AIS 1,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,06/02/2020,Masculino,25,Ceará,Brazil,-3.7304512,-38.5217989,Quinta,Fevereiro
AIS 7,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,06/02/2020,Masculino,58,Ceará,Brazil,-3.7304512,-38.5217989,Quinta,Fevereiro
AIS 13,Horizonte,HOMICIDIO DOLOSO,Arma de fogo,07/02/2020,Masculino,29,Ceará,Brazil,-4.096461799999998,-38.49655739999999,Sexta,Fevereiro
AIS 20,Morada Nova,HOMICIDIO DOLOSO,Arma de fogo,07/02/2020,Masculino,22,Ceará,Brazil,-5.1076699,-38.3727852,Sexta,Fevereiro
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,07/02/2020,Masculino,31,Ceará,Brazil,-3.7300562999999993,-38.65930820000001,Sexta,Fevereiro
AIS 10,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,07/02/2020,Masculino,37,Ceará,Brazil,-3.7304512,-38.5217989,Sexta,Fevereiro
AIS 20,Quixadá,HOMICIDIO DOLOSO,Arma de fogo,07/02/2020,Masculino,22,Ceará,Brazil,-4.970602099999999,-39.0158403,Sexta,Fevereiro
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,07/02/2020,Masculino,29,Ceará,Brazil,-3.7300562999999993,-38.65930820000001,Sexta,Fevereiro
AIS 20,Senador Pompeu,HOMICIDIO DOLOSO,Arma de fogo,07/02/2020,Masculino,38,Ceará,Brazil,-5.5874386,-39.3730901,Sexta,Fevereiro
AIS 10,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,07/02/2020,Masculino,26,Ceará,Brazil,-3.7304512,-38.5217989,Sexta,Fevereiro
AIS 15,Canindé,HOMICIDIO DOLOSO,Arma de fogo,07/02/2020,Masculino,19,Ceará,Brazil,-4.3547946,-39.3108516,Sexta,Fevereiro
AIS 13,Cascavel,HOMICIDIO DOLOSO,Arma de fogo,07/02/2020,Masculino,15,Ceará,Brazil,-4.129666,-38.24117800000001,Sexta,Fevereiro
AIS 18,Beberibe,HOMICIDIO DOLOSO,Arma de fogo,07/02/2020,Masculino,55,Ceará,Brazil,-4.1810469,-38.1298101,Sexta,Fevereiro
AIS 3,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,07/02/2020,Masculino,22,Ceará,Brazil,-3.7304512,-38.5217989,Sexta,Fevereiro
AIS 19,Juazeiro do Norte,HOMICIDIO DOLOSO,Arma de fogo,07/02/2020,Masculino,20,Ceará,Brazil,-7.215345299999999,-39.3153336,Sexta,Fevereiro
AIS 19,Mauriti,HOMICIDIO DOLOSO,Arma de fogo,07/02/2020,Masculino,52,Ceará,Brazil,-7.3870095,-38.7737751,Sexta,Fevereiro
AIS 9,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,08/02/2020,Masculino,40,Ceará,Brazil,-3.7304512,-38.5217989,Sábado,Fevereiro
AIS 7,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,08/02/2020,Masculino,26,Ceará,Brazil,-3.7304512,-38.5217989,Sábado,Fevereiro
AIS 18,Quixeré,HOMICIDIO DOLOSO,Arma de fogo,08/02/2020,Masculino,22,Ceará,Brazil,-5.074284099999999,-37.9892825,Sábado,Fevereiro
AIS 18,Limoeiro do Norte,HOMICIDIO DOLOSO,Arma de fogo,08/02/2020,Masculino,35,Ceará,Brazil,-5.145560700000001,-38.0984936,Sábado,Fevereiro
